description	pubmed_id	doi
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of partially open human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel)	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of partially open human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel)	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in COS-7 African green monkey kidney derived cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
K+ channel blocking activity in COS-7 African green monkey kidney derived cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
Inhibition of partially open human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel)	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in Chinese hamster ovary cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of partially open human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel)	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
K+ channel blocking activity in Chinese hamster ovary cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of partially open human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel)	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
Inhibition of partially open human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel)	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
